surah,verse,text,embedding,arabic_roots
2,11,وَإِذَا قِيلَ لَهُمْ لَا تُفْسِدُوا فِي الْأَرْضِ قَالُوا إِنَّمَا نَحْنُ مُصْلِحُونَ,"[0.13714924454689026, 0.3001948893070221, -0.11714254319667816, 0.010646271519362926, -0.06509160250425339, -0.06397999078035355, -0.03362754359841347, -0.10706133395433426, 0.11190098524093628, 0.06466469168663025, 0.1242576465010643, -0.007710244972258806, 0.08987510204315186, 0.0079420804977417, 0.1845150589942932, 0.03956810012459755, -0.03130560740828514, -0.035480499267578125, -0.22420166432857513, 0.030971121042966843, -0.04649924486875534, -0.012331947684288025, 0.035295628011226654, -0.04961024597287178, -0.11530644446611404, -0.07539080083370209, -0.05296196788549423, -0.14177845418453217, 0.10424976050853729, 0.025840168818831444, -0.10450220108032227, -0.1069612130522728, 0.09820453077554703, 0.11609261482954025, -0.17259874939918518, 0.30206620693206787, 0.08122818171977997, 0.08747124671936035, 0.10605325549840927, 0.1449194848537445, -0.0527413971722126, 0.11556227505207062, 0.042174555361270905, 0.023306000977754593, 0.029341891407966614, -0.0015423032455146313, 0.09707417339086533, 0.08188134431838989, -0.10873828828334808, -0.05671781301498413, -0.10230518877506256, 0.06288230419158936, -0.09585253894329071, -0.05199461802840233, -0.03766715154051781, 0.05184757336974144, 0.11007925122976303, -0.09643016010522842, -0.020767025649547577, 0.03078700788319111, 0.06529264152050018, -0.046676427125930786, -0.13011030852794647, 0.07433929294347763, -0.08347880840301514, -0.019198676571249962, 0.017261169850826263, 0.10037323087453842, -0.10555379092693329, 0.14309068024158478, 0.1813945770263672, 0.03856852650642395, 0.10240952670574188, -0.05874175950884819, -0.001372926402837038, -0.09062972664833069, -0.010509773157536983, -0.15607105195522308, -0.07309029996395111, -0.05350913479924202, 0.005437917076051235, 0.09726259857416153, 0.11924475431442261, 0.0007674153312109411, -0.17777754366397858, 0.00016546824190299958, -0.09321708232164383, 0.10152391344308853, 0.08574455231428146, -0.041381094604730606, -0.03213170915842056, -0.0062115914188325405, 0.11403398960828781, 0.01333414763212204, -0.010444176383316517, 0.07108299434185028, 0.0032363347709178925, -0.037374887615442276, -0.09039636701345444, 0.10401991754770279, -0.08281919360160828, 0.18066531419754028, -0.014777309261262417, -0.17987999320030212, 0.2019890546798706, -0.07411087304353714, -0.1104133203625679, -0.12053239345550537, 0.04477435350418091, 0.04063594713807106, -0.006562377791851759, -0.061949267983436584, -0.02800806239247322, 0.03713766112923622, -0.054095763713121414, -0.014033732935786247, -0.03286899998784065, -0.033416055142879486, -0.009033476002514362, -0.011828819289803505, 0.05115870013833046, -0.09526453167200089, 0.12727312743663788, -0.06531577557325363, 0.20106138288974762, -0.26937589049339294, -0.01599629409611225, 0.0658414363861084, 0.029463982209563255, -0.021244000643491745, 0.043839070945978165, -0.07001636177301407, 0.06451071798801422, -0.027563298121094704, 0.021621642634272575, 0.02323267050087452, 0.0870685800909996, -0.030559489503502846, 0.05158567428588867, 0.027518169954419136, 0.17716453969478607, 0.18773899972438812, -0.12213221937417984, 0.11953062564134598, -0.047178804874420166, 0.027114884927868843, 0.0670781284570694, -0.06942874938249588, 0.07604813575744629, -0.07901060581207275, 0.05158187448978424, -0.048866041004657745, -0.08510708808898926, -0.09984369575977325, 0.06498966366052628, 0.19901442527770996, -0.01692318357527256, 0.0028545772656798363, 0.07794666290283203, 0.0876646488904953, 0.08097921311855316, 0.0976177528500557, -0.02313179522752762, 0.045253295451402664, 0.0297529399394989, 0.055061571300029755, 0.026273997500538826, -0.14513149857521057, -0.026083718985319138, 0.0030596512369811535, 0.1459050476551056, -0.05151519179344177, 0.10292121022939682, 0.08717527240514755, 0.03561844676733017, -0.15710197389125824, -0.328565776348114, 0.10870702564716339, -0.018334077671170235, 0.12707917392253876, 0.09446454793214798, -0.05859563872218132, -0.11065804958343506, -0.051411885768175125, -0.20913726091384888, 0.20238126814365387, -0.16493642330169678, 0.03836465999484062, -0.03903431072831154, -0.036202240735292435, -0.06415367126464844, 0.025799838826060295, 0.022216329351067543, -0.014606693759560585, -0.15585802495479584, -0.14823244512081146, -0.03945731744170189, 0.023981699720025063, -0.11437103897333145, 0.20051820576190948, -0.3621097505092621, 0.021946433931589127, 0.10520999878644943, -0.028537586331367493, 0.12584973871707916, -0.07053235918283463, 0.2568827271461487, -0.1501278281211853, -0.032582610845565796, 0.0013395072892308235, -0.01235166285187006, 0.21181149780750275, 0.015306152403354645, -0.032290782779455185, 0.134026899933815, 0.05655532330274582, 0.01317510660737753, 0.1687796413898468, -0.08955082297325134, 0.07462022453546524, 0.06601876765489578, -0.19223785400390625, -0.01695604994893074, -0.278946191072464, -0.03337657079100609, 0.05095871537923813, -0.11743088066577911, 0.03887476772069931, 0.006560032721608877, -0.06142475828528404, -0.008815905079245567, -0.09253701567649841, -0.009011056274175644, -0.0706874206662178, -0.26809626817703247, -0.09186368435621262, 0.16948552429676056, 0.10758921504020691, -0.15214687585830688, -0.2676233947277069, -0.02804834023118019, -0.08599206060171127, -0.005019067320972681, -0.08032755553722382, 0.07969814538955688, 0.09584324806928635, -0.08562576025724411, 0.03136421740055084, 0.038369957357645035, 0.12901447713375092, 0.035748500376939774, -0.2538253664970398, 0.016691366210579872, -0.07128134369850159, -0.00880339089781046, 0.10760505497455597, -0.30321797728538513, -0.05290787294507027, -0.03334130719304085, 0.004631422460079193, -0.06169332191348076, 0.17147605121135712, -0.05554156377911568, 0.1218266636133194, 0.035195883363485336, -0.099257692694664, -0.1339370161294937, -0.0711035430431366, 0.023161880671977997, 0.11255967617034912, 0.09827324748039246, 0.08623291552066803, 0.053239643573760986, -0.14506234228610992, -0.01764928549528122, -0.04009018465876579, 0.028511004522442818, -0.14395910501480103, 0.13008825480937958, -0.010063506662845612, -0.006405695807188749, -0.15665844082832336, 0.14886921644210815, -0.05895508453249931, 0.07842949777841568, -0.023942554369568825, 0.13853992521762848, 0.1564713418483734, 0.11020931601524353, 0.03841903805732727, -0.004221321549266577, 0.23339347541332245, 0.04670260474085808, 0.1527719497680664, 0.041965302079916, -0.2306462675333023, -0.048271000385284424, -0.050475120544433594, 0.05496922880411148, 0.1808261275291443, -0.04732770100235939, -0.2677055299282074, -0.045202095061540604, -0.08556217700242996, 0.23863095045089722, -0.09640584141016006, 0.030842233449220657, 0.03910236805677414, 0.026912422850728035, -0.18315275013446808, 0.03056812286376953, -0.07113480567932129, -0.026443779468536377, 0.19018885493278503, -0.10352606326341629, 0.04689571261405945, -0.1533472090959549, -0.06864400953054428, 0.09102639555931091, -0.2033722996711731, 0.03246394172310829, -0.0912308394908905, -0.15740053355693817, 0.014910342171788216, 0.09370449930429459, -0.006919019389897585, 0.18019966781139374, -0.23053684830665588, -0.05671194568276405, -0.0627579465508461, -0.21454556286334991, 0.18601536750793457, -0.053679969161748886, -0.04763190075755119, 0.10490740090608597, 0.17383141815662384, -0.08586031943559647, -0.2421906292438507, -0.17750829458236694, 0.16974325478076935, 0.1343257576227188, 0.07148510962724686, -0.062203168869018555, 0.00029226584592834115, -0.02512551285326481, -0.0012263611424714327, -0.12433400750160217, -0.08174270391464233, -0.04350569471716881, 0.08853764086961746, 0.06655005365610123, 0.1313333958387375, -0.15100842714309692, -0.0224391371011734, -0.006919845938682556, -0.12394970655441284, -0.11993309110403061, -0.07585688680410385, 0.1596159040927887, -0.17828240990638733, 0.15763144195079803, 0.1254376918077469, 0.07586119323968887, 0.402245432138443, -0.07808269560337067, -0.10870953649282455, 0.018256237730383873, 0.15345947444438934, -0.0909259095788002, 0.02959064394235611, -0.009450393728911877, 0.028007958084344864, 0.010010186582803726, -0.058386992663145065, -0.02831876091659069, -0.06311564147472382, 0.13085682690143585, 0.1619884967803955, -0.08249035477638245, 0.07694470882415771, 0.12916865944862366, -0.00041978509398177266, 0.17210397124290466, 0.041770342737436295]","['اذا', 'قول', 'ل', 'لا', 'فسد', 'في', 'ارض', 'قول', 'اننم', 'نحن', 'صلح']"
2,25,وَبَشِّرِ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ أَنَّ لَهُمْ جَنَّاتٍ تَجْرِي مِنْ تَحْتِهَا الْأَنْهَارُ ۖ كُلَّمَا رُزِقُوا مِنْهَا مِنْ ثَمَرَةٍ رِزْقًا ۙ قَالُوا هَٰذَا الَّذِي رُزِقْنَا مِنْ قَبْلُ ۖ وَأُتُوا بِهِ مُتَشَابِهًا ۖ وَلَهُمْ فِيهَا أَزْوَاجٌ مُطَهَّرَةٌ ۖ وَهُمْ فِيهَا خَالِدُونَ,"[0.19833049178123474, 0.5373284220695496, -0.0007119644433259964, -0.06542334705591202, -0.23621344566345215, -0.1129273921251297, 0.3399776220321655, -0.018580850213766098, -0.01774407923221588, 0.12382437288761139, 0.061213575303554535, -0.37859657406806946, 0.43621939420700073, -0.04919695109128952, 0.20136405527591705, 0.04091228172183037, 0.027539893984794617, 0.05948823690414429, -0.2274925261735916, -0.4266374409198761, -0.1762877106666565, -0.0604630745947361, 0.16594448685646057, -0.1471194475889206, 0.10324716567993164, -0.16407109797000885, 0.09096427261829376, 0.06903910636901855, 0.07620330154895782, 0.4816865622997284, 0.012778779491782188, -0.11260304600000381, 0.24968555569648743, 0.06631875038146973, -0.1421942561864853, 0.4453352689743042, 0.021245986223220825, 0.058489877730607986, -0.0639224424958229, 0.38319870829582214, 0.006803520955145359, 0.01637749746441841, 0.10996155440807343, 0.22288376092910767, -0.02732456475496292, 0.11682568490505219, 0.06364322453737259, -0.02653665840625763, -0.38407742977142334, -0.003159500192850828, -0.07452971488237381, -0.12217741459608078, -0.23134052753448486, -0.0398377850651741, 0.0804833322763443, -0.08434060215950012, 0.4418058395385742, 0.014579576440155506, -0.22308950126171112, 0.1256134808063507, 0.12417431175708771, 0.026178991422057152, -0.29678550362586975, 0.1256852149963379, -0.6256292462348938, 0.05582163482904434, 0.22942641377449036, 0.1787862479686737, 0.03315555676817894, -0.14900356531143188, -0.07727214694023132, 0.04313746094703674, -0.0338156595826149, 0.04544208571314812, -0.12966597080230713, -0.25775960087776184, -0.09268876910209656, 0.020122859627008438, -0.04948076233267784, 0.1695030927658081, 0.2400416135787964, -0.03583178296685219, 0.2526976466178894, -0.23175320029258728, -0.09946685284376144, 0.07812529802322388, -0.040474049746990204, 0.18747057020664215, 0.2204015851020813, 0.07410019636154175, -0.10376708209514618, -0.17004378139972687, 0.057719942182302475, 0.0989442691206932, -0.4593409597873688, -0.08033736795186996, -0.11533471941947937, -0.00359490979462862, -0.02957998588681221, 0.25996166467666626, 0.051990266889333725, 0.04083368927240372, 0.08347264677286148, 0.04831895977258682, 0.019392792135477066, 0.12438662350177765, -0.0995665192604065, -0.009813862852752209, -0.008160527795553207, 0.05160728096961975, -0.49654823541641235, -0.17777784168720245, -0.010842015966773033, 0.007840762846171856, -0.18752874433994293, 0.13958756625652313, -0.020976845175027847, -0.21968160569667816, -0.17948533594608307, -0.0434190109372139, -0.032504092901945114, -0.009977378882467747, -0.07856757938861847, 0.17262613773345947, 0.18438643217086792, -0.46651536226272583, 0.07646943628787994, 0.1451324075460434, 0.23392942547798157, 0.045971017330884933, 0.07025381922721863, 0.04463502764701843, -0.0568997859954834, 0.19744518399238586, 0.15099281072616577, -0.2431907206773758, 0.03255055844783783, 0.040524717420339584, 0.06470869481563568, -0.45818716287612915, 0.041896600276231766, -0.08978937566280365, -0.3109467625617981, 0.0031083296053111553, 0.007481308188289404, 0.15569594502449036, -0.18836790323257446, 0.048987627029418945, 0.19797100126743317, -0.07740336656570435, 0.2823791205883026, -0.08304901421070099, -0.004155750852078199, 0.004549386911094189, 0.2290768027305603, 0.23562151193618774, 0.37472617626190186, -0.16271479427814484, 0.21401047706604004, -0.0856630876660347, -0.260723352432251, -0.12247499078512192, -0.27042749524116516, -0.05700444057583809, -0.004443321842700243, 0.18212006986141205, -0.051091842353343964, -0.11658210307359695, -0.21808737516403198, 0.03544025495648384, -0.044644661247730255, -0.011741369031369686, 0.379345566034317, 0.2684119939804077, -0.016701845452189445, -0.2545233964920044, -0.05522218719124794, -0.2516902983188629, -0.20042838156223297, -0.0394241027534008, -0.03579644113779068, 0.1458398699760437, -0.16531464457511902, -0.02631280943751335, -0.11863161623477936, 0.1453188806772232, -0.1159193143248558, 0.11625894904136658, 0.0743313804268837, -0.1733505129814148, -0.2821687161922455, -0.15164005756378174, -0.00713613023981452, -0.4269518256187439, -0.05526994541287422, -0.2331116497516632, 0.0349624939262867, 0.04204784706234932, 0.3184494078159332, 0.12163449823856354, 0.016048893332481384, 0.23239266872406006, -0.11486076563596725, 0.14752306044101715, 0.010166307911276817, 0.033534638583660126, 0.15988443791866302, -0.0012852209620177746, -0.2622866928577423, 0.12326660752296448, 0.20665408670902252, 0.17715878784656525, -0.20952841639518738, 0.18608458340168, 0.10010881721973419, -0.08680885285139084, -0.03500218689441681, 0.3908108174800873, -0.4238101840019226, 0.11155369132757187, 0.10153777152299881, -0.43558380007743835, 0.02902255952358246, -0.33286798000335693, 0.3497002422809601, 0.2629519999027252, -0.3045044541358948, -0.17299491167068481, 0.010370108298957348, -0.02489982731640339, -0.06371656060218811, 0.2513488531112671, -0.22365838289260864, -0.10964420437812805, -0.04777006432414055, 0.029477544128894806, -0.04931514337658882, 0.01980554312467575, -0.15900349617004395, -0.19413481652736664, 0.33868342638015747, -0.014941537752747536, -0.09939940273761749, 0.12063911557197571, 0.06568789482116699, -0.3365767002105713, -0.2776939272880554, 0.3244365155696869, -0.005441800691187382, 0.2851225733757019, 0.1628381311893463, -0.19463405013084412, 0.12890103459358215, 0.06851757317781448, 0.18866831064224243, 0.22783783078193665, -0.4470469355583191, 0.031055685132741928, 0.07939644157886505, -0.2696259319782257, -0.12413720786571503, 0.18729588389396667, -0.23909464478492737, 0.2942754030227661, 0.16447170078754425, 0.03317597508430481, 0.03907245025038719, -0.3040282130241394, 0.1762191355228424, -0.12430094927549362, 0.05181429907679558, 0.09540338069200516, 0.029207488521933556, -0.36820900440216064, 0.21034464240074158, -0.04352856054902077, 0.1399552822113037, -0.026866739615797997, 0.2875675559043884, 0.19246520102024078, -0.1861894130706787, -0.1469692885875702, 0.24437713623046875, -0.3107740581035614, -0.08143157511949539, -0.10140559822320938, 0.44973063468933105, 0.15000216662883759, -0.1178375631570816, 0.15882864594459534, 0.17414209246635437, 0.05132101848721504, 0.3943423628807068, -0.04414312541484833, 0.26079216599464417, -0.2137901335954666, -0.09469467401504517, 0.024676188826560974, 0.07525097578763962, 0.28458306193351746, -0.22202494740486145, -0.08815000206232071, 0.012924183160066605, -0.04040682315826416, 0.3464408218860626, -0.022688239812850952, -0.08898226916790009, -0.09195384383201599, 0.23351562023162842, -0.33541440963745117, 0.1038912683725357, -0.10180091112852097, 0.12001404911279678, -0.10640594363212585, -0.1233777105808258, 0.4702230989933014, 0.04303644597530365, 0.151691734790802, 0.16440442204475403, -0.5213339328765869, -0.19114051759243011, -0.3867810368537903, -0.20437173545360565, -0.12205863744020462, 0.11497766524553299, 0.1511535942554474, 0.2290983647108078, -0.5075116753578186, 0.054075632244348526, -0.25740131735801697, -0.47657766938209534, 0.12582220137119293, -0.29841330647468567, -0.12801018357276917, -0.08262899518013, 0.12050329148769379, -0.027551887556910515, -0.1762130856513977, -0.19603301584720612, 0.10618920624256134, -0.08244074136018753, -0.08875869959592819, -0.17197664082050323, 0.18540188670158386, -0.05496431142091751, 0.10582206398248672, -0.2531275153160095, -0.23673003911972046, 0.07460831105709076, -0.006008883006870747, 0.2160107046365738, 0.2365817278623581, 0.02164696902036667, -0.12247762084007263, -0.3411427438259125, 0.10114502906799316, 0.057991448789834976, -0.12052620202302933, 0.296116441488266, 0.019072193652391434, 0.26043403148651123, -0.07140830159187317, 0.1736334264278412, 0.6492052674293518, 0.21259501576423645, -0.1672600507736206, 0.03488367795944214, 0.003982021473348141, -0.0730786919593811, 0.13178102672100067, -0.09992708265781403, 0.05390146002173424, 0.03176918998360634, 0.0014717401936650276, -0.10607588291168213, 0.025741681456565857, 0.0350121334195137, -0.01919092983007431, -0.08513599634170532, 0.20672474801540375, 0.25762617588043213, -0.17047885060310364, 0.18008700013160706, -0.1023826003074646]","['بشر', 'اللذ', 'امن', 'عمل', 'صلح', 'انن', 'ل', 'جنن', 'جري', 'من', 'تحت', 'نهر', 'كلل', 'رزق', 'من', 'من', 'ثمر', 'رزق', 'قول', 'هاذ', 'اللذ', 'رزق', 'من', 'قبل', 'اتي', 'ب', 'شبه', 'ل', 'في', 'زوج', 'طهر', 'هم', 'في', 'خلد']"
2,62,إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِنْدَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,"[0.20411543548107147, 0.5498271584510803, 0.012958087027072906, -0.05585140362381935, -0.28477755188941956, -0.13434429466724396, 0.34761929512023926, -0.006257412955164909, -0.001860491931438446, 0.13190162181854248, 0.08478723466396332, -0.42434877157211304, 0.4335136413574219, -0.06045358255505562, 0.24136756360530853, 0.06513040512800217, 0.011258337646722794, 0.0535857118666172, -0.24078381061553955, -0.465691477060318, -0.13932454586029053, -0.06448673456907272, 0.14281412959098816, -0.18285030126571655, 0.1106686145067215, -0.18586786091327667, 0.09347707033157349, 0.056727468967437744, 0.1187276691198349, 0.5123432278633118, 0.006704684346914291, -0.11567465960979462, 0.24954324960708618, 0.08390159159898758, -0.17032580077648163, 0.4992227554321289, -0.008735476061701775, 0.06955128163099289, -0.053543996065855026, 0.39951372146606445, -0.011335674673318863, 0.014358840882778168, 0.1406363993883133, 0.24522578716278076, -0.04640030860900879, 0.11894157528877258, 0.07486596703529358, -0.0104371951892972, -0.365222692489624, -0.0037316943053156137, -0.05142948031425476, -0.12488475441932678, -0.23863811790943146, -0.03901788592338562, 0.11536277085542679, -0.08629053086042404, 0.4394338130950928, -0.01011718437075615, -0.24105018377304077, 0.11779409646987915, 0.14924943447113037, 0.03830605000257492, -0.29608914256095886, 0.1296355426311493, -0.6726831197738647, 0.045545391738414764, 0.24320875108242035, 0.16286543011665344, 0.021960847079753876, -0.13802039623260498, -0.06867825984954834, 0.033375173807144165, -0.03779282420873642, 0.07914216816425323, -0.14185507595539093, -0.24234795570373535, -0.07188842445611954, -0.005549897905439138, -0.053005099296569824, 0.19587406516075134, 0.24670858681201935, -0.035674698650836945, 0.2813205420970917, -0.22684580087661743, -0.10744229704141617, 0.08057241886854172, -0.03505287691950798, 0.20213858783245087, 0.2568218410015106, 0.08074519783258438, -0.13905072212219238, -0.16617172956466675, 0.042107488960027695, 0.10540197044610977, -0.4733031392097473, -0.08117787539958954, -0.10364916920661926, -0.03644665330648422, -0.06262912601232529, 0.34041929244995117, 0.053831346333026886, 0.050500284880399704, 0.10285166651010513, 0.023228242993354797, 0.02602667547762394, 0.1272827535867691, -0.13016898930072784, -0.03617477789521217, -0.013147402554750443, 0.05700097233057022, -0.5196751356124878, -0.20570135116577148, -0.03456216678023338, 0.0025337671395391226, -0.20820266008377075, 0.12522026896476746, -0.043611619621515274, -0.23021644353866577, -0.1814592480659485, -0.05090834200382233, -0.05051406845450401, -0.013273129239678383, -0.06671323627233505, 0.16125130653381348, 0.21305063366889954, -0.4737371504306793, 0.07596196979284286, 0.12872673571109772, 0.24473324418067932, 0.06796707957983017, 0.07878465950489044, 0.06105952709913254, -0.0675048679113388, 0.22794070839881897, 0.18266265094280243, -0.2511507570743561, 0.011778442189097404, 0.00979605969041586, 0.02569274976849556, -0.485767662525177, 0.0828263983130455, -0.09950900077819824, -0.3417091965675354, -0.024847105145454407, 0.0160524845123291, 0.1483706384897232, -0.18810266256332397, 0.06139266863465309, 0.1962870955467224, -0.06959058344364166, 0.28008806705474854, -0.10588309913873672, -0.03237622231245041, 0.004108936991542578, 0.23885473608970642, 0.2696923315525055, 0.37394601106643677, -0.15691351890563965, 0.24908700585365295, -0.06228385865688324, -0.25915300846099854, -0.13200949132442474, -0.27341198921203613, -0.06309253722429276, -0.022845130413770676, 0.16367793083190918, -0.056867681443691254, -0.12654854357242584, -0.24812403321266174, 0.06384099274873734, -0.051803022623062134, -0.008243592455983162, 0.4201563596725464, 0.28535616397857666, -0.021273378282785416, -0.2529347836971283, -0.07170334458351135, -0.24221350252628326, -0.2021542191505432, -0.04695960879325867, -0.009529141709208488, 0.1590525507926941, -0.17669512331485748, -0.034378815442323685, -0.13018016517162323, 0.1839703917503357, -0.15135803818702698, 0.11523327231407166, 0.056698162108659744, -0.18854744732379913, -0.30636730790138245, -0.1478717029094696, 0.015576869249343872, -0.42733490467071533, -0.03721998259425163, -0.2629062831401825, 0.004291774705052376, 0.038114994764328, 0.3574424684047699, 0.1322854608297348, 0.023783337324857712, 0.2728412449359894, -0.1254235953092575, 0.16275884211063385, 0.05277986079454422, 0.018321683630347252, 0.19514302909374237, -0.015857333317399025, -0.2752494513988495, 0.1193964034318924, 0.18919429183006287, 0.1999465972185135, -0.18398593366146088, 0.19428792595863342, 0.08980754762887955, -0.09374473989009857, -0.04492965340614319, 0.4070807993412018, -0.4502461552619934, 0.09600402414798737, 0.10114050656557083, -0.43604105710983276, 0.011413535103201866, -0.33713123202323914, 0.3713148236274719, 0.2625664174556732, -0.3134668171405792, -0.19129981100559235, 0.01955132745206356, -0.021457292139530182, -0.048197343945503235, 0.24795617163181305, -0.24074837565422058, -0.07838355004787445, -0.0327027328312397, 0.010451124049723148, -0.010233605280518532, 0.00755603751167655, -0.15045776963233948, -0.21391507983207703, 0.3407649099826813, 0.0051225051283836365, -0.08122806996107101, 0.10340901464223862, 0.09363799542188644, -0.3117612302303314, -0.3174932301044464, 0.3531700670719147, -0.0017673149704933167, 0.281453013420105, 0.16523240506649017, -0.24176183342933655, 0.11402462422847748, 0.04836554825305939, 0.18237033486366272, 0.24601155519485474, -0.4563181698322296, 0.028734585270285606, 0.11348926275968552, -0.2898191809654236, -0.14826449751853943, 0.1999630182981491, -0.23288682103157043, 0.3034721314907074, 0.15059387683868408, 0.014856139197945595, 0.03937602788209915, -0.2653723359107971, 0.1759665310382843, -0.10919728875160217, 0.07289769500494003, 0.12756818532943726, 0.04020366072654724, -0.3814772367477417, 0.20618590712547302, -0.050378333777189255, 0.12987133860588074, -0.035529740154743195, 0.34411776065826416, 0.20709295570850372, -0.23299184441566467, -0.18472717702388763, 0.23216117918491364, -0.3346765339374542, -0.09774308651685715, -0.09807868301868439, 0.5005996227264404, 0.17121337354183197, -0.13916778564453125, 0.16518741846084595, 0.19787102937698364, 0.07306402176618576, 0.4157305955886841, -0.024126797914505005, 0.271980881690979, -0.2461494505405426, -0.08967652916908264, 0.008450213819742203, 0.10168706625699997, 0.2818656265735626, -0.23731786012649536, -0.10583791136741638, 0.017523447051644325, -0.037088360637426376, 0.3669337034225464, -0.018055174499750137, -0.07812190055847168, -0.09127213805913925, 0.2211633175611496, -0.389588326215744, 0.13200786709785461, -0.07746075838804245, 0.13322170078754425, -0.10799404978752136, -0.15392851829528809, 0.4775133728981018, 0.03363265097141266, 0.14888261258602142, 0.16124024987220764, -0.5360239744186401, -0.19239835441112518, -0.38264137506484985, -0.20348963141441345, -0.14138992130756378, 0.10524368286132812, 0.15134772658348083, 0.2742374837398529, -0.5357457399368286, 0.04401303082704544, -0.26574528217315674, -0.478340208530426, 0.1667899638414383, -0.2941226661205292, -0.10942243039608002, -0.0740617886185646, 0.1472824215888977, -0.04178791865706444, -0.17965015769004822, -0.20426832139492035, 0.11175411194562912, -0.10466357320547104, -0.0784391388297081, -0.17198726534843445, 0.17012092471122742, -0.04546916112303734, 0.11242438852787018, -0.297556072473526, -0.30692583322525024, 0.08087007701396942, 0.027408048510551453, 0.21474161744117737, 0.22922155261039734, 0.03098638728260994, -0.1355050504207611, -0.366633802652359, 0.11968036741018295, 0.02720068022608757, -0.13727712631225586, 0.31961190700531006, -0.0217573419213295, 0.2877568304538727, -0.04413437843322754, 0.19503751397132874, 0.6810553073883057, 0.2101723998785019, -0.17036700248718262, 0.03800041228532791, -0.027098484337329865, -0.06886328756809235, 0.10702550411224365, -0.11135049164295197, 0.0716518685221672, 0.019161786884069443, -0.03312239795923233, -0.12784840166568756, 0.020523440092802048, -0.0019301632419228554, -0.006523428484797478, -0.09128763526678085, 0.1751813441514969, 0.31947287917137146, -0.20801153779029846, 0.201718270778656, -0.12497557699680328]","['انن', 'اللذ', 'امن', 'اللذ', 'هود', 'نصر', 'صبا', 'من', 'امن', 'اله', 'يوم', 'اخر', 'عمل', 'صلح', 'ل', 'اجر', 'عند', 'ربب', 'لا', 'خوف', 'علي', 'لا', 'هم', 'حزن']"
